Judul,Konsentrasi
PENGEMBANGAN MEDIA PEMBELAJARAN VIDIO TUTORIAL TIK UNTUK SISWA SMP,Multimedia
Pengembangan Media Tutorial Tarian Tradisional Maengket Berbasis Multimedia,Multimedia
Pengembangan Media Video Pembelajaran keamanan Komputer,Multimedia
PENGEMBANGAN MEDIA VIDEO PEMBELAJARAN MATA PELAJARAN BIOLOGI DI SMA NEGERI 1 KAUDITAN,Multimedia
PENGEMBANGAN MOBILE LEARNING MATA PELAJARAN PENDIDIKAN JASMANI OLAHRAGA DAN KESEHATAN KELAS VII DI SMP N 1 TONDANO,RPL
PENGEMBANGAN MOBILE LEARNING PERANCANGAN DAN IMPLEMENTASI JARINGAN KOMPUTER  DI JURUSAN PTIK FAKULTAS TEKNIK UNIMA,TKJ
PENGEMBANGAN MOBILE LEARNING TEKNIK ANIMASI 2D DI SMK NEGERI 1 TOMPASO BARU,Multimedia
PENGEMBANGAN MODUL PEMBELAJARAN  VIRTUAL INSTALASI PERANGKAT JARINGAN LOKAL AREA NETWORK ( LAN ),TKJ
PENGEMBANGAN MODUL PEMBELAJARAN JARINGAN DASAR BERBASIS MULTIMEDIA SISWA KELAS X SMK NEGERI 3 TONDANO,Multimedia
PENGEMBANGAN MODUL PEMBELAJARAN KOMPOSISI FOTO DIGITAL BERBASIS MULTIMEDIA SISWA KELAS XI SMK NEGERI 3 TONDANO,Multimedia
Pengembangan Modul Pembelajaran Perangkat Lunak Pengolah Kata Berbasis Multimedia Untuk Siswa Kelas VIII SMP Negeri 2 Kumelembuai,Multimedia
PENGEMBANGAN MODUL PEMBELAJARAN TEORI LISTRIK BERBASIS MULTIMEDIA DI SMP NEGERI 1 TONDANO,Multimedia
PENGEMBANGAN MODUL PEMBELAJARAN VIRTUAL SISTEM TATA SURYA UNTUK SISWA SMA NEGERI 9 BINSUS MANADO,Multimedia
PENGEMBANGAN MODUL PEMEBELJARAN FISIKA BERBASIS MULTIMEDIA PADA POKOK BAHASAN SUHU DAN KALOR DI SMA,Multimedia
PENGEMBANGAN MODUL SISTEM INFORMASI BERBASIS MOBILE,RPL
PENGEMBANGAN MULTIMEDIA INTERAKTIF BERBASIS HOTS PADA MATA PELAJARAN INFORMATIKA KELAS X SMK NEGERI 2 TONDANO,Multimedia
PENGEMBANGAN MULTIMEDIA INTERAKTIF PEMBELAJARAN ANIMASI 2D BERBASIS MOBILE UNTUK SISWA SMK,Multimedia
PENGEMBANGAN MULTIMEDIA INTERAKTIF WUJUD ZAT DAN PERUBAHAN,Multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF DASAR DESAIN GRAFIS DI SMK NEGERI 1 AMURANG,Multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF MATA PELAJARAN SISTEM KOMPUTER KELAS X DKV SMK NEGERI 1 TONDANO,Multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF SISWA KELAS X SMA KRISTEN KOTAMOBAGU,Multimedia
Pengembangan Multimedia Pembelajaran Konfigurasi Server Proxy Berbasis Flash Untuk Siswa SMK Kelas XI,Multimedia
Pengembangan Multimedia Pembelajaran Pengenalan Hewan Menggunakan Teknologi Augmented Reality Untuk Pendidikan Anak Usia Dini,Multimedia
PENGEMBANGAN PEMBELAJARAN DESAIN GRAFIS BERBASIS MULTIMEDIA DI SMK NEGERI 1 KOTAMOBAGU,Multimedia
PENGEMBANGAN PERMAINAN EDUKASI PERKALIAN DASAR UNTUK KELAS II SEKOLAH DASAR,Multimedia
PENGEMBANGAN PROTOTYPE HOME AUTOMATION SYSTEM BERBASIS WEB MENGGUNAKAN RESPBERRY-PI,RPL
PENGEMBANGAN SISTEM INFORMASI AKADEMIK SMK NEGERI 1 TOMOHON BERBASIS WEB,RPL
PENGEMBANGAN SISTEM INFORMASI GEOGRAFIS FAKULTAS TEKNIK UNIVERSITAS NEGERI MANADO,RPL
PENGEMBANGAN SISTEM INFORMASI LAYANAN MAHASISWA FAKULTAS TEKNIK UNIVERSITAS NEGERI MANADO,RPL
Pengembangan Sistem Informasi Learning Management System  (LMS) Berbasis Web Di SMK Negeri 1 Pusomaen,RPL
PENGEMBANGAN SISTEM INFORMASI PENCAPAIAN INDIKATOR KINERJA UTAMA 2 DI UNIVERSITAS NEGERI MANADO,RPL
PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KONSENTRASI JURUSAN MENGGUNAKAN TEKNIK NAIVE BAYES DI PTIK UNIMA,RPL
PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN UNTUK PEMBERIAN BEASISWA DI FAKULTAS TEKNIK UNIMA MENGGUNAKAN METODE SAW (SIMPLE ADDITIVE WEIGHTING),RPL
PENGEMBANGAN TRACER STUDY BERBASIS WEB DI SMK NEGERI 2 MANADO,RPL
PENGEMBANGAN VIDEO PEMBELAJARAN ANIMASI 2 DIMENSI UNTUK KELAS XI MULTIMEDIA SMK NEGERI 1 TONDANO,Multimedia
PENGEMBANGAN VIDEO PEMBELAJARAN INTERAKTIF UNTUK MATA PELAJARAN DASAR-DASAR DESAIN KOMUNIKASI VISIUAL KELAS X SMK NEGERI 1 TONDANO,Multimedia
PENGEMBANGAN VIDEO TUTORIAL MATA PELAJARAN DESAIN GRAFIS SISWA SMK,Multimedia
PENGEMBANGAN VIDEO TUTORIAL PEMBUATAN MEDIA PEMBELAJARAN BAGI GURU GURU SD NEGERI 2 TATAARAN,Multimedia
pengembangan web enhanced learning pada mata pelajaran komputer grafis di SMK,RPL
Pengenmbangan Multimedia Interaktif Animasi 2D dan 3D Berbasis Mobile,Multimedia
PENGGUNAAN MEDIA PEMBELAJARAN BERBASIS KOMPUTER UNTUK MENINGKATKAN HASIL BELAJAR KKPI SISWA KELAS X SMK NEGERI 1 RANOYAPO,TKJ
Penggunaan metode pembelajaran jigsaw untuk meningkatkan hasil belajar sistem operasi siswa kelas X SMTK Berea Tondano,TKJ
PENGGUNAAN MODEL PEMBELAJARAN BERBASIS MULTIMEDIA UNTUK MENINGKATKAN HASIL BELAJAR TIK KELAS XI SMA NEGERI 1 KABUPATEN TAMBRAUW PAPUA BARAT,Multimedia
Penggunaan Model Pembelajaran E-Learning Open Source Untuk Meningkatkan Hasil Belajar TIK Siswa Kelas VII SMP Kristen Nafiri Manado,Undefined
PENGGUNAAN MODEL PEMBELAJARAN LANGSUNG UNTUK MENINGKATKAN HASIL BELAJAR PERAKITAN COMPUTER SISWA KELAS X TKJ SMK DHARMA BAKTI TOMOHON,TKJ
PENGGUNAAN MODEL PEMBELAJARAN STUDENT TEAM ACHIEVEMENT DIVISION UNTUK MENINGKATKAN HASIL BELAJAR TIK SISWA KELAS X SMA KRISTEN IRENE MANADO,Undefined
PENGGUNAAN MODEL PEMBELAJARAN TAI UNTUK MENINGKATKAN HASIL BELAJAR TIK SISWA KELAS XI SMA NEGERI 2 TONDANO,Undefined
Penggunaan Model Pembelajaran Video Tutorial untuk Meningkakan Hasil belajar Simulasi Digital Siswa Kelas X SMK Negeri 3 Manado,Multimedia
PENGGUNAAN PEMBELAJARAN BERBASIS MULTIMEDIA UNTUK MENINGKATKAN HASIL BELAJAR JARINGAN DASAR PADA SISWA SMK NEGERI 2 TOMOHON,Multimedia
PENGGUNAAN SIMULATOR VIRTUALBOX UNTUK MENINGKATKAN HASIL BELAJAR INSTALASI SISTEM OPERASI SISWA KELAS X TKJ SMK NEGERI 1 TALAUD,TKJ
PENGGUNAAN VIDEO TUTORIAL UNTUK MENINGKATKAN HASIL BELAJAR DESAIN GRAFIS SISWA KELAS XI MULTIMEDIA SMK NEGERI 2 MANADO,Multimedia
PENGGUNAAN VIDEO TUTORIAL UNTUK MENINGKATKAN HASIL BELAJAR INSTALASI SISTEM OPERASI DASAR SISWA KELAS X SMK NEGERI 1 MOTOLING BARAT,TKJ
PENGGUNAAN WEBSITE SEBAGAI SUMBER BELAJAR UNTUK MENINGKATKAN HASIL BELAJAR SISWA SMP NEGERI 1 BEO KABUPATEN KEPULAUAN TALAUD,RPL
PENGUKURAN TINGKAT KESIAPAN PENERAPAN E-LEARNING,Undefined
PENINGKATAN HASIL BELAJAR INFORMATIKA DENGAN MENGGUNAKAN MODEL PEMBELAJARAN BERBASIS PROYEK PADA SISWA KELAS X DI SMK NEGERI 2 TONDANO,RPL
PENINGKATAN HASIL BELAJAR SISWA MELALUI PEMBELAJARAN KOOPERATIF TYPE THINK PAIR-SHARE PADA MATA PELAJARAN TIK SISWA KELAS X IPA 3 SMA KRISTEN 1 TOMOHON,Undefined
PENINGKATAN HASIL BELAJAR TEKNIK JARINGAN KOMPUTER DAN TELEKOMUNIKASI DENGAN MODEL PROJECT BASED LEARNING SISWA KELAS X TKJ SMK NEGERI 3 TONDANO,TKJ
PENINGKATAN MOTIVASI BELAJAR KEAHLIAN TKJ SISWA SMK KRISTEN 1 TOMOHON,TKJ
PERANCANG BUSINESS INTELLIGENCE SYSTEM MAHASISWA PENERIMA BIDIKMISI UNIVERSITAS NEGERI MANADO,RPL
PERANCANGAN APLIKASI MEDIA PEMESANAN JASA EVENT ORGANIZER ONLINE BERBASIS SMARTPHONE,RPL
PERANCANGAN APLIKASI PENGENALAN PARIWISATA KABUPATEN MINAHASA BERBASIS MOBILE,RPL
PERANCANGAN APLIKASI SISTEM REKOMENDASI JURUSAN DI SMK KRISTEN 1 TOMOHON BERBASIS CROSS PLATFORM,RPL
PERANCANGAN APLIKASI UJIAN ONLINE BERBASIS WEB,RPL
PERANCANGAN ARCHITECTURE ENTERPRISE MENGGUNAKAN FRAMEWORK TOGAF DI UNIVERSITAS NEGERI MANADO,RPL
Perancangan Business Intelligence System guru pegawai negeri sipil di kota Manado,RPL
Perancangan Business Intelligence System Untuk SMA Negeri 9 Manado,RPL
PERANCANGAN BUSINESS INTELLINGENCE SYSTEM UNTUK DATA SISWA DI SMK NEGERI 1 MANADO,RPL
Perancangan Dan Implementasi Aplikasi Bimbingan Skripsi Berbasis Web,RPL
PERANCANGAN DAN IMPLEMENTASI E-LEARNING BERBASIS WEB DI SMK NEGERI 1 TONDANO,RPL
PERANCANGAN DAN IMPLEMENTASI HYBRID APPLICATION TRAYEK MIKROLET KOTA MANADO,RPL
PERANCANGAN DAN IMPLEMENTASI JARINGAN KOMPUTER DI SMK NEGERI 1 TAHUNA,TKJ
PERANCANGAN DAN IMPLEMENTASI MANAJAMEN STOK OBAT DI APOTEK RSUD AMURANG BERBASIS WEB,RPL
PERANCANGAN DAN IMPLEMENTASI MANAJEMEN BANDWITH DAN USER UNTUK INFRASTRUKTUR JARINGAN PADA FMIPA UNIMA,TKJ
PERANCANGAN DAN IMPLEMENTASI MEDIA PEMBELAJARAN SIMULASI DAN KOMUNIKASI DIGITAL DI SMK NEGERI 1 MOTOLING BARAT,Multimedia
PERANCANGAN DAN IMPLEMENTASI SISTEM DISTRIBUSI BARANG BERBASIS WEB DI FAKULTAS TEKNIK UNIVERSITAS NEGERI MANADO,RPL
PERANCANGAN DAN IMPLEMENTASI SISTEM EVALUASI KINERJA PROGRAM STUDI BERBASIS WEB DI PTIK,RPL
PERANCANGAN DAN IMPLEMENTASI SISTEM INFORMASI AKADEMIK BERBASIS WEB PADA SMP NEGERI 1 TONDANO,RPL
"PERANCANGAN DAN IMPLEMENTASI SISTEM LOGISTIK BERBASIS WEB UNTUK USAHA MIKRO, KECIL, DAN MENENGAH",RPL
PERANCANGAN DAN IMPLEMENTASI SISTEM TRANSAKSI JUAL BELI PRODUK BERBASIS WEB,RPL
PERANCANGAN DAN IMPLEMENTASI SISTEM UJIAN ONLINE BERBASIS WEB DI SMP NEGERI 1 MOTOLING,RPL
PERANCANGAN DAN IMPLEMENTASI SISTEM VERIFIKASI AKREDITASI PROGRAM STUDI BERBASIS WEB,RPL
PERANCANGAN DAN IMPLEMENTASI SISTEM VIRTUAL CLASSROOM DI SMP NEGERI 1 TONDANO,RPL
PERANCANGAN DAN IMPLEMENTASI VIDEO PEMBELAJARAN MULTIMEDIA DI SMK N 1 TONDANO,Multimedia
PERANCANGAN DAN IMPLEMENTASI WIFI DENGAN MENGGUNAKAN BILLING SERVER MIKHMON PADA JARINGAN HOTSPOT DESA,TKJ
PERANCANGAN DAN PEMBUATAN VIDEO DOKUMENTER KEBUDAYAAN,Multimedia
PERANCANGAN DAN PEMBUATAN VIDEO DOKUMENTER KEBUDAYAAN DI KOTA TOMOHON,Multimedia
PERANCANGAN DATA WAREHOUSE PEGAWAI NEGERI SIPIL UNTUK PENATAAN DAN FORMASI PEGAWAI DI KABUPATEN MINAHASA MENGGUNAKAN OPEN SOURCE BUSINESS INTELLIGENCE SYSTEM,RPL
PERANCANGAN GAME EDUKASI MATEMATIKA DASAR UNTUK ANAK SD KELAS 1 BERBASIS 3D,Multimedia
PERANCANGAN GAME EDUKASI PUZZLE BERBASIS TIGA DIMENSI (3D),Multimedia
PERANCANGAN JARINGAN INTERNET BERBASIS MIKROTIK DI SMK 23 MARET KOTAMOBAGU,TKJ
PERANCANGAN JARINGAN INTERNET DI DESA BERINGIN KECAMATAN BELANG,TKJ
PERANCANGAN JARINGAN KOMPUTER SEKOLAH MENENGAH ATAS DI KOTA TOMOHON,TKJ
PERANCANGAN JARINGAN LAN DI SMK NEGERI 1 TARERAN,TKJ
PERANCANGAN JARINGAN LOCAL AREA NETWORK (LAN) DI PROGRAM STUDI TEKNIK INFORMATIKA UNIVERSITAS NEGERI MANADO,TKJ
PERANCANGAN LOCAL AREA NETWORK DI SMK NEGERI 1 SINONSAYANG,TKJ
PERANCANGAN MANAJEMEN JARINGAN DI DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU KOTA TOMOHON,TKJ
PERANCANGAN MEDIA PROMOSI PROGRAM STUDI TEKNIK INFORMATIKA UNIVERSITAS NEGERI MANADO BERBASIS ANIMASI MOTION GRAPHIC,Multimedia
PERANCANGAN MOBILE LEARNING MATA PELAJARAN KIMIA UNTUK SMK KELAS XII JURUSAN MULTIMEDIA,Multimedia
PERANCANGAN MOBILE-LEARNING MATA PELAJARAN BIOLOGI UNTUK KELAS XI SMA,RPL
PERANCANGAN MODUL INTERAKTIF BERBASIS AUGMENTED REALITY DALAM PEMBELAJARAN KOMPETENSI KEJURUAN MULTIMEDIA SMK,Multimedia
PERANCANGAN MODUL PEMBELAJARAN FOTOGRAFI BERBASIS MULTIMEDIA DI SMK NEGERI 2 TONDANO,Multimedia
PERANCANGAN SERTA IMPLEMENTASI WIFI CONTROLER DENGAN MENGGUNAKAN MANAJEMEN VLAN PADA JARINGAN HOTSPOT,TKJ
"PERANCANGAN SISTEM ABSENSI, TRACKING GURU DAN SISWA DI SEKOLAH MENENGAH KEJURUAN",RPL
PERANCANGAN SISTEM E-RAPOR DI SMK NEGERI 1 TABUKAN UTARA,RPL
Perancangan Sistem Evaluasi Kinerja Guru Di SMK Negeri Tabukan Utara Berbasis Web,RPL
PERANCANGAN SISTEM INFORMASI AKADEMIK BERBASIS WEB PADA SMK,RPL
PERANCANGAN SISTEM INFORMASI PARIWISATA KOTA TOMOHON BERBASIS WEB,RPL
PERANCANGAN SISTEM INFORMASI PERPUSTAKAAN BERBASIS DESKTOP PADA SMA N 1 KAWANGKOAN,RPL
PERANCANGAN SISTEM INFORMASI PERPUSTAKAAN BERBASIS WEB DI SMK NEGERI 3 TONDANO,RPL
PERANCANGAN SISTEM INFORMASI SKRIPSI BERBASIS WEB DI PRODI PTIK UIVERSITAS NEGERI MANADO,RPL
PERANCANGAN SISTEM INFORMASI TERINTEGRASI DI SMK NEGERI 1 KOTAMOBAGU,RPL
PERANCANGAN TRY OUT ONLINE BERBASIS WEB,RPL
PERANCANGAN VIDEO TUTORIAL DALAM MEMBUAT IKLAN DI SMK ANUGRAH TONDANO,Multimedia
PERANCANGAN VIRTUALISASI SERVER,RPL
Perancangan Website SMA Katolik St. Fransiskus De Sales Kokoleh,RPL
PERANCANGAN WEBSITE WARRANCY MULTIMEDIA DI MANADO,RPL
PERBANDINGAN HASIL BELAJAR TIK DENGAN MODEL PEMBELAJARAN DISCOVERY LEARNING DAN MODEL PEMBELAJARAN DEMONSTRASI PADA SISWA KELAS XI SMA N 1 ROMBOKEN,Undefined
PERBEDAAN HASIL BELAJAR PEMBELAJARAN BERBASIS PROYEK DAN PENDEKATAN SAINTIFIK PADA HASIL BELAJAR RANCANG BANGUN JARINGAN LAN PADA KELAS X DI SMK NEGERI 1 KAKAS,TKJ
Perencanaan Business Intellegence System Kuliah Kerja Nyata Mahasiswa Universitas Negeri Manado,RPL
PERENCANAAN DAN IMPLEMENTASI SISTEM INFORMASI PENGELOLAAN KEUANGAN BERBASIS WEB DI KECAMATAN WANEA,RPL
PERENCANGAN ECOMMERCE WIRAUSAHA MAHASISWA DI UNIVERISTAS NEGERI MANADO,RPL
PERSEPSI SISWA DALAM PEMBELAJARAN DARING DI SMK,Undefined
RANCANG BANGUN APLIASI EDUKASI PERAKITAN PERSONAL KOMPUTER BERBASIS AUGMENTED REALITY,Multimedia
RANCANG BANGUN APLIKASI KAMUS SANGIHE-INDONESIA BERBASIS ANDROID,RPL
RANCANG BANGUN APLIKASI PEMBELAJARAN PENGENALAN ALAT MUSIK TRADISIONAL BOLAANG MONGONDOW BERBASIS MOBILE UNTUK KELAS X SMK 23 MARET KOTAMOBAGU,RPL
RANCANG BANGUN APLIKASI SISTEM PENCERNAAN MANUSIA BERBASIS AUGMENTED REALITY,Multimedia
RANCANG BANGUN GAME EDUKASI PENGENALAN BAGIAN-BAGIAN KOMPUTER,Multimedia
RANCANG BANGUN JARINGAN HOSTPOT RT/RW NET DI KELURAHAN KOYA LINGKUNGAN VII KECAMATAN TONDANO SELATAN,TKJ
RANCANG BANGUN JARINGAN KOMPUTER DI KELURAHAN GIRIAN WERU II BITUNG,TKJ
RANCANG BANGUN PENGENALAN TOPOLOGI JARINGAN BERBASIS AUGMENTED REALITY,Multimedia
Rancang Bangun Sistem Basis Data Skripsi Fakultas Teknik UNiversitas Negeri Manado Berbasis Web,RPL
RANCANG BANGUN SISTEM INFORMASI AKADEMIK SEKOLAH BERBASIS WEB DI SMK KRISTEN 1 TOMOHON,RPL
RANCANG BANGUN SISTEM INFORMASI AKADEMIK SMA NEGERI 1 TARERAN BERBASIS WEB,RPL
RANCANG BANGUN SISTEM INFORMASI SEKOLAH BERBASIS WEBSITE DI SMK ANUGERAH TONDANO,RPL
RANCANG BANGUN SISTEM PAKAR DETEKSI KERUSAKAN KOMPUTER,TKJ
RANCANG BANGUN SISTEM PENDUKUNG KEPUTUSAN UNTUK PEMILIHAN KONSENTRASI DI PROGRAM STUDI PENDIDIKAN TEKNOLOGI INFORMASI DAN KOMUNIKASI UNIVERSITAS NEGERI MANADO,RPL
RANCANG BANGUN VOIP SERVER (VOICE OVER INTERNET PROTOCOL) DI HOTEL TRAVELO MANADO,TKJ
SISTEM INFORMASI ABSENSI MENGGUNAKAN RADIO FREQUENCY IDENTIFICATION (RFID) READER PADA PROGRAM STUDI TEKNIK INFORMATIKA,RPL
SISTEM INFORMASI AKADEMIK BERBASIS WEB DI SMA NEGERI 3 TONDANO,RPL
SISTEM INFORMASI AKADEMIK BERBASIS WEB DI SMK NEGERI 1 TONDANO,RPL
SISTEM INFORMASI MANAJEMEN INDIKATOR KINERJA UTAMA 1 BERBASIS WEB DI UNIVERSITAS NEGERI MANADO,RPL
SISTEM INFORMASI MANAJEMEN INDIKATOR KINERJA UTAMA 5 BERBASIS WEB DI UNIVERSITAS NEGERI MANADO,RPL
Sistem Informasi Manajemen Kearsipan Berbasis Web,RPL
SISTEM INFORMASI MANAJEMEN PEMBELAJARAN UNTUK GURU PADA SMK NEGERI 2 TONDANO,RPL
SISTEM INFORMASI MANAJEMEN REKAM MEDIK PADA RUMAH SAKIT UMUM NOONGAN,RPL
SISTEM INFORMASI MANITORING PERKULIAHAN DARING DI UNIVERSITAS NEGERI MANADO,RPL
SISTEM INFORMASI PEMBAYARAN SPP BERBASIS DESKTOP PADA SMK NEGERI 2 MANADO,RPL
SISTEM INFORMASI PENCAPAIAN INDIKATOR KINERJA UTAMA 6 DI UNIVERSITAS NEGERI MANADO,RPL
SISTEM INFORMASI PENILAIAN MANAJEMEN KERJA KEPOLISIAN PADA POLRES MINAHASA,RPL
SISTEM INFORMASI PROFIL DESA GAMSUNGI BERBASIS WEB,RPL
SISTEM MONITORING JUMLAH PARKIR BERBASIS INTERNET OF THINGS (IOT) DI MANADO TOWN SQUARE 3,RPL
SISTEM PELAYANAN INFORMASI BERBASIS ANDROID DI PENGADILAN NEGERI TONDANO ,RPL
TEKNOLOGI AUGMENTED REALITY DALAM PENGENALAN KOLEKSI DI MUSEUM NEGERI PROVINSI SULAWESI UTARA,Multimedia
THE DISTRIBUTION PATTERN ON NEW STUDENTS ADMISSIONS USING THE K-MEANS CLUSTERING ALGORITHM,RPL
VIDEO ANIMASI 3D PROGRAM STUDI PENDIDIKAN TEKNOLOGI INFORMASI DAN KOMUNIKASI FAKULTAS TEKNIK UNIMA,Multimedia
VIDEO DOKUMENTER PELESTARIAN KEBUDAYAAN DI KOTA TOMOHON,Multimedia
WEBSITE SD YPK ELIM BAGAISERWAR MENGGUNAKAN PHP DAN MYSQL,RPL
